,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Cart_de_Credito,Depositos,Patrim_Liq,Result_Int_Financ_12m,Rec_Servicos_12m,Lucro_Liquido_12m,Result_Int_Financ_3m,Rec_Servicos_3m,Lucro_Liquido_3m,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Receita_Liquida_12m,EBIT_12m,Receita_Liquida_3m,EBIT_3m
BOAS3,ON NM,BOA VISTA ON NM,Serviços Financeiros Diversos,Serviços Financeiros Diversos,7.67,2023-02-10,3.94,8.28,20060000,4082150000,2767260000,2022-09-30,532223000,1533,184,1649,476,154,329,371,3.5%,653,1118,16.2%,050,417,55.7%,28.9%,31.1%,9.3%,19.7%,12.0%,523,001,032,2652640000,,,2217810000,,,266329000,,,63688000,1346260000,1534130000,31366000,-1314890000,857664000,247559000,217645000,58975000
BOBR4,PN,BOMBRIL SA PN,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,1.17,2023-02-10,1.14,1.57,39749,304797000,613270000,2022-09-30,260510000,-473,-170,268,022,034,-120,-046,0.0%,447,540,5.8%,-025,-069,32.6%,8.1%,-4.6%,12.6%,19.0%,36.0%,063,-205,155,904491000,,,-179288000,,,-64460000,,,15714000,59395000,426305000,367868000,308473000,1400870000,113561000,387148000,51829000
BPAC3,ON,BTGP BANCO ON,Intermediários Financeiros,Bancos,10.89,2023-02-10,10.40,15.66,83740,125302000000,-,2022-09-30,11506100000,1751,296,-,-,-,-,-,2.0%,-,-,45.7%,062,367,-,-,0.0%,0.0%,-,16.9%,-,-,-,368818000000,63070700000,100326000000,42262000000,9194880000,3369110000,7154940000,2482100000,1048640000,2187660000,,,,,,,,
BPAC5,PNA,BTGP BANCO PNA,Intermediários Financeiros,Bancos,5.08,2023-02-10,4.39,6.80,51377,58451100000,-,2022-09-30,11506100000,817,138,-,-,-,-,-,4.3%,-,-,45.7%,062,367,-,-,0.0%,0.0%,-,16.9%,-,-,-,368818000000,63070700000,100326000000,42262000000,9194880000,3369110000,7154940000,2482100000,1048640000,2187660000,,,,,,,,
BPAN4,PN,BANCO PAN PN,Intermediários Financeiros,Bancos,5.23,2023-02-10,5.03,10.87,19096800,6658830000,-,2022-12-31,1273200000,943,086,-,-,-,-,-,5.4%,-,-,17.1%,055,605,-,-,0.0%,0.0%,-,9.2%,-,-,-,57130500000,36475500000,26106500000,7706050000,6945700000,763275000,706108000,1717660000,221780000,170225000,,,,,,,,
BPAR3,ON,BANPARÁ S.A. ON,Intermediários Financeiros,Bancos,182.07,2019-02-21,0.00,0.00,0,1733670000,-,2022-09-30,9522000,969,102,-,-,-,-,-,0.0%,-,-,0.7%,1880,17847,-,-,0.0%,0.0%,-,10.5%,-,-,-,15281000000,0,0,1699350000,1219540000,172114000,178991000,335378000,48116000,52192000,,,,,,,,
BRAP3,ON N1,BRADESPAR S/A ON N1,Mineração,Minerais Metálicos,25.29,2023-02-10,18.80,28.42,2309300,9941420000,9098680000,2022-09-30,393097000,167,127,-45731,-,125,1247,1248,11.8%,-41854,-41854,-,1511,1993,-,-,0.0%,-0.3%,-0.3%,75.8%,956,-,-,7927780000,,,7833580000,,,5939510000,,,1062260000,842741000,890635000,0,-842741000,0,-21739000,0,-4913000
BRAP4,PN N1,BRADESPAR S/A PN N1,Mineração,Minerais Metálicos,28.76,2023-02-10,20.23,32.86,83808700,11305500000,10462700000,2022-09-30,393097000,190,144,-52006,-,143,1418,1420,11.4%,-48129,-48129,-,1511,1993,-,-,0.0%,-0.3%,-0.3%,75.8%,956,-,-,7927780000,,,7833580000,,,5939510000,,,1062260000,842741000,890635000,0,-842741000,0,-21739000,0,-4913000
BRFS3,ON NM,BRF Foods ON NM,Alimentos Processados,Carnes e Derivados,6.42,2023-02-10,6.42,19.35,166541000,6949480000,22240600000,2022-09-30,1082470000,-521,058,617,013,012,116,-036,0.0%,554,1973,14.3%,-123,1109,16.7%,2.1%,-2.4%,1.9%,3.2%,-11.1%,128,200,089,59038000000,,,12000400000,,,-1332910000,,,-122570000,8754620000,27370800000,24045700000,15291100000,52760800000,1127170000,14056000000,540654000
BRGE11,PNE,CONSORCIO ALFA PNE,Previdência e Seguros,Seguradoras,9.65,2023-01-25,5.38,9.78,185,710684000,-680527000,2022-09-30,73646000,905,055,-103,17830,021,063,150,4.0%,100,099,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,,,1290420000,,,78529000,,,52037000,1391210000,1984500000,0,-1391210000,3986000,-690114000,963000,-200011000
BRGE12,PNF,CONSORCIO ALFA PNF,Previdência e Seguros,Seguradoras,9.17,2023-02-10,6.20,9.99,5098,675334000,-715877000,2022-09-30,73646000,860,052,-098,16943,020,060,142,0.0%,105,104,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,,,1290420000,,,78529000,,,52037000,1391210000,1984500000,0,-1391210000,3986000,-690114000,963000,-200011000
BRGE3,ON,CONSORCIO ALFA ON,Previdência e Seguros,Seguradoras,9.40,2023-02-10,5.83,11.98,2578,692272000,-698939000,2022-09-30,73646000,882,054,-100,17368,021,061,146,0.0%,103,101,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,,,1290420000,,,78529000,,,52037000,1391210000,1984500000,0,-1391210000,3986000,-690114000,963000,-200011000
BRGE5,PNA,CONSORCIO ALFA PNA,Previdência e Seguros,Seguradoras,11.53,2022-11-28,8.61,11.53,0,849138000,-542073000,2022-09-30,73646000,1081,066,-123,21303,025,075,179,0.0%,080,079,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,,,1290420000,,,78529000,,,52037000,1391210000,1984500000,0,-1391210000,3986000,-690114000,963000,-200011000
BRGE6,PNB,CONSORCIO ALFA PNB,Previdência e Seguros,Seguradoras,12.00,2023-01-23,7.76,15.50,82,883752000,-507459000,2022-09-30,73646000,1125,068,-128,22171,027,078,186,6.4%,075,074,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,,,1290420000,,,78529000,,,52037000,1391210000,1984500000,0,-1391210000,3986000,-690114000,963000,-200011000
BRGE7,PNC,CONSORCIO ALFA PNC,Previdência e Seguros,Seguradoras,5.40,2019-06-04,0.00,0.00,0,397688000,-993523000,2022-09-30,73646000,506,031,-058,9977,012,035,084,8.3%,146,144,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,,,1290420000,,,78529000,,,52037000,1391210000,1984500000,0,-1391210000,3986000,-690114000,963000,-200011000
BRGE8,PND,CONSORCIO ALFA PND,Previdência e Seguros,Seguradoras,9.70,2023-01-10,7.07,9.99,358,714366000,-676845000,2022-09-30,73646000,910,055,-104,17922,021,063,151,3.3%,099,098,-40.3%,107,1752,-3277.4%,-17313.4%,2917.1%,-20.7%,-35.5%,6.1%,233,-,000,3332620000,,,1290420000,,,78529000,,,52037000,1391210000,1984500000,0,-1391210000,3986000,-690114000,963000,-200011000
BRIT3,ON NM,BRISANET ON NM,Telecomunicações,Telecomunicações,2.46,2023-02-10,1.76,4.09,1179360,1104770000,1740160000,2022-09-30,449095000,3474,081,719,121,035,293,-123,0.0%,442,1132,-,007,303,40.7%,16.8%,3.5%,4.9%,6.5%,2.3%,176,097,029,3134060000,,,1362930000,,,31798000,,,22010000,692872000,873852000,1328260000,635388000,912253000,153688000,254247000,59220000
BRIV3,ON,ALFA DE INVESTIMENTO ON,Intermediários Financeiros,Bancos,9.39,2023-02-10,4.95,13.31,7868,831963000,-,2022-09-30,88601000,700,050,-,-,-,-,-,2.3%,-,-,59.9%,134,1892,-,-,0.0%,0.0%,-,7.1%,-,-,-,26564800000,0,0,1676120000,196608000,78785000,118923000,79971000,20247000,48414000,,,,,,,,
BRIV4,PN,ALFA DE INVESTIMENTO PN,Intermediários Financeiros,Bancos,9.22,2023-02-10,5.81,9.53,11503,816901000,-,2022-09-30,88601000,687,049,-,-,-,-,-,6.7%,-,-,59.9%,134,1892,-,-,0.0%,0.0%,-,7.1%,-,-,-,26564800000,0,0,1676120000,196608000,78785000,118923000,79971000,20247000,48414000,,,,,,,,
BRKM3,ON N1,BRASKEM ON N1,Químicos,Petroquímicos,23.19,2023-02-10,22.33,47.95,350841,18487300000,40099700000,2022-09-30,797208000,970,213,143,017,020,139,-039,7.3%,228,311,20.3%,239,1090,17.2%,12.2%,1.4%,14.0%,19.8%,21.9%,153,412,115,92208900000,,,8689360000,,,1905140000,,,-1102990000,14229000000,38431100000,35841400000,21612400000,105742000000,12896900000,25386800000,923898000
BRKM5,PNA N1,BRASKEM PNA N1,Químicos,Petroquímicos,22.05,2023-02-10,21.46,51.14,65085000,17578400000,39190900000,2022-09-30,797208000,923,202,136,017,019,132,-037,7.7%,223,304,20.3%,239,1090,17.2%,12.2%,1.4%,14.0%,19.8%,21.9%,153,412,115,92208900000,,,8689360000,,,1905140000,,,-1102990000,14229000000,38431100000,35841400000,21612400000,105742000000,12896900000,25386800000,923898000
BRKM6,PNB N1,BRASKEM PNB N1,Químicos,Petroquímicos,20.00,2023-02-08,18.02,30.00,3381,15944200000,37556600000,2022-09-30,797208000,837,183,124,015,017,120,-034,0.0%,214,291,20.3%,239,1090,17.2%,12.2%,1.4%,14.0%,19.8%,21.9%,153,412,115,92208900000,,,8689360000,,,1905140000,,,-1102990000,14229000000,38431100000,35841400000,21612400000,105742000000,12896900000,25386800000,923898000
BRML3,ON,BR MALLS PARTICIPAÇÔES S/A ON,Exploração de Imóveis,Exploração de Imóveis,8.26,2023-01-06,7.52,10.44,49335900,6841540000,9034570000,2022-09-30,828274000,1262,062,775,501,037,827,-123,0.6%,949,1024,0.4%,065,1337,89.0%,64.6%,44.4%,4.8%,5.2%,4.9%,210,031,007,18347900000,,,11071900000,,,542175000,,,127513000,1187240000,1579040000,3380270000,2193030000,1366620000,882470000,348376000,224828000
BRPR3,ON NM,BR PROPERTIES ON NM,Exploração de Imóveis,Exploração de Imóveis,5.98,2023-02-10,4.73,6.89,16545100,2777300000,2487910000,2022-12-31,464432000,-182,063,1730,933,059,131,139,42.3%,1530,1549,-8.1%,-328,951,100.0%,54.0%,-512.0%,3.4%,3.6%,-34.5%,1293,-,006,4721460000,,,4416020000,,,-1523240000,,,-70494000,289393000,2303990000,0,-289393000,297523000,160584000,31559000,3974000
BRSR3,ON,BANRISUL S/A ON,Intermediários Financeiros,Bancos,10.60,2023-02-10,10.21,13.63,54675,4335120000,-,2022-09-30,408974000,609,048,-,-,-,-,-,8.3%,-,-,2.7%,174,2202,-,-,0.0%,0.0%,-,7.9%,-,-,-,112857000000,0,0,9004730000,4314340000,920918000,711632000,1105890000,235576000,71944000,,,,,,,,
BRSR5,PNA,BANRISUL S/A PNA,Intermediários Financeiros,Bancos,15.46,2023-02-01,14.81,17.96,1658,6322740000,-,2022-09-30,408974000,888,070,-,-,-,-,-,5.8%,-,-,2.7%,174,2202,-,-,0.0%,0.0%,-,7.9%,-,-,-,112857000000,0,0,9004730000,4314340000,920918000,711632000,1105890000,235576000,71944000,,,,,,,,
BRSR6,PNB,BANRISUL S/A PNB,Intermediários Financeiros,Bancos,9.59,2023-02-10,8.87,12.69,15160400,3922060000,-,2022-09-30,408974000,551,044,-,-,-,-,-,9.2%,-,-,2.7%,174,2202,-,-,0.0%,0.0%,-,7.9%,-,-,-,112857000000,0,0,9004730000,4314340000,920918000,711632000,1105890000,235576000,71944000,,,,,,,,
BSEV3,ON NM,BIOSEV ON NM,Alimentos Processados,Açucar e Alcool,9.00,2021-05-14,6.25,9.86,0,9183860000,15839100000,2021-03-31,1020430000,5631,-1076,440,089,078,-159,-102,0.0%,370,759,7.1%,016,-084,26.0%,20.2%,1.6%,17.6%,20.7%,-19.1%,039,-895,087,11839700000,,,-853187000,,,163094000,,,-290904000,981607000,3701120000,7636890000,6655280000,10330000000,2085630000,1807100000,533318000
BSLI3,ON,BRB ON,Intermediários Financeiros,Bancos,14.50,2023-02-08,13.99,29.05,4415,5264180000,-,2022-09-30,363047000,1236,247,-,-,-,-,-,2.6%,-,-,0.0%,117,587,-,-,0.0%,0.0%,-,20.0%,-,-,-,38922500000,0,0,2131890000,1357850000,267400000,425964000,499645000,74593000,59273000,,,,,,,,
BSLI4,ON,BRB ON,Intermediários Financeiros,Bancos,12.73,2023-02-10,12.20,23.53,5015,4621590000,-,2022-09-30,363047000,1085,217,-,-,-,-,-,3.2%,-,-,0.0%,117,587,-,-,0.0%,0.0%,-,20.0%,-,-,-,38922500000,0,0,2131890000,1357850000,267400000,425964000,499645000,74593000,59273000,,,,,,,,
BTTL3,ON,EMBPAR S/A ON,Comércio,Material de Transporte,20.19,2021-06-09,5.60,22.32,395854,300044000,312521000,2021-03-31,14861000,1068,792,955,055,154,1975,-567,0.0%,779,995,39.7%,189,255,17.6%,5.7%,5.1%,16.1%,22.6%,74.1%,117,112,281,195427000,,,37891000,,,28084000,,,11907000,30147000,104642000,42624000,12477000,550030000,31413000,176565000,11743000
CALI3,ON,CAL S/A ON,Construção Civil,Incorporações,9.26,2023-02-01,5.15,10.79,401,34456500,111459000,2022-09-30,3721000,690,175,429,036,015,044,-048,4.7%,1334,1388,122.2%,134,530,32.1%,8.4%,5.2%,3.6%,4.4%,25.3%,244,534,043,224453000,,,19711000,,,4993000,,,5886000,28290000,132672000,105293000,77003000,96066000,8029000,32704000,5965000
CALI4,PN,CAL S/A PN,Construção Civil,Incorporações,50.00,2020-12-22,0.00,0.00,0,186050000,263053000,2022-09-30,3721000,3726,944,2317,194,083,238,-258,0.9%,3149,3276,122.2%,134,530,32.1%,8.4%,5.2%,3.6%,4.4%,25.3%,244,534,043,224453000,,,19711000,,,4993000,,,5886000,28290000,132672000,105293000,77003000,96066000,8029000,32704000,5965000
CAMB3,ON,PENALTY ON,"Tecidos, Vestuário e Calçados",Calçados,6.46,2023-02-10,3.88,7.34,174034,273097000,375809000,2022-09-30,42275000,436,172,306,068,072,503,-691,3.0%,382,421,9.5%,148,376,44.8%,22.1%,15.6%,23.4%,26.1%,39.5%,142,070,106,381379000,,,158791000,,,62684000,,,21311000,7696000,183570000,110408000,102712000,404210000,89181000,131224000,32890000
CAML3,ON NM,CAMIL ON NM,Alimentos Processados,Alimentos Diversos,7.42,2023-02-10,7.20,10.96,12169000,2597000000,5658300000,2022-11-30,350000000,541,086,535,026,030,110,-364,5.1%,685,1166,23.0%,137,859,20.7%,4.9%,4.8%,5.7%,7.2%,16.0%,195,128,116,8560400000,,,3008160000,,,480268000,,,146996000,775051000,4839080000,3836350000,3061300000,9960460000,485376000,2600110000,67261000
CASH3,ON NM,MELIUZ ON NM,Programas e Serviços,Programas e Serviços,0.97,2023-02-10,0.97,2.85,35704000,838984000,89221000,2022-09-30,864932000,-1284,108,-487,230,063,179,239,0.0%,-055,-052,75.3%,-008,090,-47.1%,-47.1%,-22.6%,-13.0%,-30.9%,-8.4%,213,000,028,1322920000,,,776485000,,,-65361000,,,-336000,749944000,884662000,181000,-749763000,365340000,-172177000,97791000,-44978000
CASN3,ON,CASAN ON,Água e Saneamento,Água e Saneamento,12.81,2022-08-22,12.81,12.81,0,12166200000,13658800000,2022-09-30,949740000,12473,658,5975,912,287,-11437,-652,0.3%,4128,6709,8.3%,010,195,43.7%,15.3%,7.3%,4.8%,5.0%,5.3%,083,085,032,4233370000,,,1847580000,,,97538000,,,34329000,72827000,519100000,1565470000,1492650000,1333790000,203604000,370745000,68155000
CBAV3,ON NM,CBA ON NM,Mineração,Minerais Metálicos,10.93,2023-02-10,9.35,22.90,35093700,6512460000,7952730000,2022-09-30,595833000,425,120,413,070,052,226,-316,3.5%,381,504,-,257,910,21.9%,17.0%,17.8%,12.5%,15.7%,28.2%,242,057,074,12616500000,,,5423400000,,,1530650000,,,78526000,1634240000,4899440000,3074510000,1440270000,9285130000,1577920000,2245020000,224621000
CBEE3,ON,AMPLA ENERG ON,Energia Elétrica,Energia Elétrica,15.93,2023-02-10,12.92,22.92,378,3826550000,8616160000,2022-09-30,240210000,-3755,081,314,046,023,-160,-044,0.5%,486,707,11.5%,-042,1977,18.3%,14.8%,-1.2%,7.3%,8.0%,-2.1%,058,105,049,16736800000,,,4749900000,,,-101906000,,,-159268000,218116000,3324410000,5007730000,4789610000,8256990000,1219440000,1795740000,9408000
CCRO3,ON NM,COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM,Transporte,Exploração de Rodovias,11.23,2023-02-10,10.06,14.36,128495000,22684600000,43063200000,2022-09-30,2020000000,538,184,242,123,045,556,-092,3.4%,370,459,13.7%,209,611,59.2%,50.9%,22.8%,18.7%,22.9%,34.2%,147,236,037,50239100000,,,12334300000,,,4217010000,,,606452000,8724070000,12833400000,29102700000,20378600000,18446100000,9386890000,3652230000,1051380000
CEAB3,ON NM,CEA MODAS ON NM,Comércio,"Tecidos, Vestuário e Calçados",2.28,2023-02-10,1.95,5.84,15333200,702799000,1848170000,2022-09-30,308245000,-1220,025,1309,012,008,085,-032,0.0%,457,3444,22.5%,-019,904,49.1%,0.9%,-0.9%,0.6%,0.8%,-2.1%,125,086,068,9014860000,,,2785870000,,,-57612000,,,-61396000,1236680000,4064340000,2382050000,1145370000,6096940000,53671000,1407540000,-19006900
CEBR3,ON,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON,Energia Elétrica,Energia Elétrica,11.00,2023-02-10,9.68,15.65,65784,792902000,278088000,2022-09-30,72082000,406,082,436,201,059,133,141,32.2%,144,153,-43.3%,271,1335,60.4%,46.0%,68.7%,13.5%,22.2%,20.3%,690,-,029,1349980000,,,962556000,,,195382000,,,35601000,514814000,696040000,0,-514814000,395343000,181688000,80425000,29217000
CEBR5,PNA,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA,Energia Elétrica,Energia Elétrica,11.44,2023-02-10,9.82,14.72,15662,824618000,309804000,2022-09-30,72082000,422,086,454,209,061,139,147,31.0%,161,171,-43.3%,271,1335,60.4%,46.0%,68.7%,13.5%,22.2%,20.3%,690,-,029,1349980000,,,962556000,,,195382000,,,35601000,514814000,696040000,0,-514814000,395343000,181688000,80425000,29217000
CEBR6,PNB,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNB,Energia Elétrica,Energia Elétrica,11.03,2023-02-10,9.60,14.42,119857,795064000,280250000,2022-09-30,72082000,407,083,438,201,059,134,141,35.3%,146,154,-43.3%,271,1335,60.4%,46.0%,68.7%,13.5%,22.2%,20.3%,690,-,029,1349980000,,,962556000,,,195382000,,,35601000,514814000,696040000,0,-514814000,395343000,181688000,80425000,29217000
CEDO3,ON,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,5.80,2023-02-09,5.45,7.13,153,58000000,287092000,2022-09-30,10000000,-277,049,110,005,006,-068,-019,0.0%,398,544,17.4%,-210,1178,13.8%,4.4%,-2.3%,5.7%,7.3%,-17.8%,086,211,130,934616000,,,117761000,,,-20965000,,,14956000,19631000,510531000,248723000,229092000,1210890000,52807000,350858000,32046000
CEDO4,PN,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,3.58,2023-02-10,3.45,5.55,11938,35800000,264892000,2022-09-30,10000000,-171,030,068,003,004,-042,-012,0.0%,367,502,17.4%,-210,1178,13.8%,4.4%,-2.3%,5.7%,7.3%,-17.8%,086,211,130,934616000,,,117761000,,,-20965000,,,14956000,19631000,510531000,248723000,229092000,1210890000,52807000,350858000,32046000
CEEB3,ON,COELBA ON,Energia Elétrica,Energia Elétrica,38.51,2023-02-10,28.93,42.30,12270,10093300000,22453300000,2022-09-30,262096000,627,180,300,071,039,1164,-070,16.4%,547,667,17.2%,615,2137,28.1%,23.5%,11.3%,12.9%,14.3%,28.8%,117,245,055,26015000000,,,5601000000,,,1611000000,,,195000000,1373000000,6040000000,13733000000,12360000000,14313000000,3367000000,3324000000,538000000
CEEB5,PNA,COELBA PNA,Energia Elétrica,Energia Elétrica,31.33,2022-12-21,26.63,46.67,142,8211470000,20571500000,2022-09-30,262096000,510,147,244,057,032,947,-057,20.2%,501,611,17.2%,615,2137,28.1%,23.5%,11.3%,12.9%,14.3%,28.8%,117,245,055,26015000000,,,5601000000,,,1611000000,,,195000000,1373000000,6040000000,13733000000,12360000000,14313000000,3367000000,3324000000,538000000
CEED3,ON N1,CEEE-D ON N1,Energia Elétrica,Energia Elétrica,35.37,2023-01-25,34.74,49.01,1956,2414180000,4466980000,2022-09-30,68255000,945,-087,503,053,039,101260,-035,0.0%,693,931,68.2%,374,-4061,18.2%,10.4%,5.6%,7.7%,9.4%,-9.2%,100,-095,074,6223300000,,,-2772020000,,,255529000,,,-8727000,591828000,2057530000,2644630000,2052800000,4595550000,479848000,1223880000,51332000
CEED4,PN N1,CEEE-D PN N1,Energia Elétrica,Energia Elétrica,35.00,2022-12-14,35.00,65.50,80,2388920000,4441720000,2022-09-30,68255000,935,-086,498,052,038,100201,-034,0.0%,689,926,68.2%,374,-4061,18.2%,10.4%,5.6%,7.7%,9.4%,-9.2%,100,-095,074,6223300000,,,-2772020000,,,255529000,,,-8727000,591828000,2057530000,2644630000,2052800000,4595550000,479848000,1223880000,51332000
CEGR3,ON,CEG ON,Gás,Gás,89.00,2022-04-06,79.89,89.00,0,23107800000,23971000000,2022-09-30,259638000,4773,1756,2499,397,562,51192,-1465,0.8%,2249,2593,5.6%,186,507,23.4%,15.9%,8.3%,22.5%,28.9%,36.8%,104,094,142,4111490000,,,1315720000,,,484123000,,,156175000,370295000,1218940000,1233530000,863236000,5821680000,924538000,1684040000,292711000
CEPE3,ON,CELPE ON,Energia Elétrica,Energia Elétrica,128.00,2020-12-30,0.00,0.00,0,9550340000,15960300000,2022-09-30,74612000,11506,673,935,120,071,591,-119,0.0%,1152,1563,14.6%,111,1903,17.9%,12.8%,1.0%,7.6%,8.9%,5.8%,168,540,059,13434000000,,,1420000000,,,83000000,,,-37000000,1258000000,4005000000,7668000000,6410000000,7989000000,1021000000,1873000000,153000000
CEPE5,PNA,CELPE PNA,Energia Elétrica,Energia Elétrica,40.12,2022-10-28,21.98,41.90,0,2993430000,9403430000,2022-09-30,74612000,3607,211,293,037,022,185,-037,9.3%,678,921,14.6%,111,1903,17.9%,12.8%,1.0%,7.6%,8.9%,5.8%,168,540,059,13434000000,,,1420000000,,,83000000,,,-37000000,1258000000,4005000000,7668000000,6410000000,7989000000,1021000000,1873000000,153000000
CEPE6,PNB,CELPE PNB,Energia Elétrica,Energia Elétrica,43.00,2022-10-26,21.80,43.00,0,3208320000,9618320000,2022-09-30,74612000,3865,226,314,040,024,198,-040,9.6%,694,942,14.6%,111,1903,17.9%,12.8%,1.0%,7.6%,8.9%,5.8%,168,540,059,13434000000,,,1420000000,,,83000000,,,-37000000,1258000000,4005000000,7668000000,6410000000,7989000000,1021000000,1873000000,153000000
CESP3,ON,CESP CIA ENERGETICA SAO PAULO ON,Energia Elétrica,Energia Elétrica,25.55,2022-03-25,22.23,25.55,0,8367700000,9798160000,2022-03-31,327503000,2575,110,704,361,058,6150,-148,0.0%,605,825,11.5%,099,2316,56.7%,51.3%,14.0%,8.2%,8.7%,4.3%,113,027,016,14406000000,,,7583450000,,,324915000,,,-114000,601783000,1157960000,2032240000,1430460000,2316980000,1188300000,581048000,170363000
CESP5,PNA,CESP CIA ENERGETICA SAO PAULO PNA,Energia Elétrica,Energia Elétrica,25.00,2022-03-25,22.50,26.99,0,8187580000,9618030000,2022-03-31,327503000,2520,108,689,353,057,6018,-145,0.0%,594,809,11.5%,099,2316,56.7%,51.3%,14.0%,8.2%,8.7%,4.3%,113,027,016,14406000000,,,7583450000,,,324915000,,,-114000,601783000,1157960000,2032240000,1430460000,2316980000,1188300000,581048000,170363000
CESP6,PNB,CESP CIA ENERGETICA SAO PAULO PNB,Energia Elétrica,Energia Elétrica,25.25,2022-03-25,21.91,25.25,0,8269450000,9699910000,2022-03-31,327503000,2545,109,696,357,057,6078,-146,0.0%,599,816,11.5%,099,2316,56.7%,51.3%,14.0%,8.2%,8.7%,4.3%,113,027,016,14406000000,,,7583450000,,,324915000,,,-114000,601783000,1157960000,2032240000,1430460000,2316980000,1188300000,581048000,170363000
CGAS3,ON,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON,Gás,Gás,124.00,2023-02-08,99.39,149.06,13556,16432600000,21679600000,2022-09-30,132521000,959,988,590,100,127,783,-279,11.3%,663,779,22.8%,1293,1255,21.5%,16.9%,10.4%,21.5%,28.5%,103.0%,164,404,127,12955800000,,,1663730000,,,1714000000,,,455361000,1481160000,5391910000,6728190000,5247030000,16453100000,2783260000,4964420000,750568000
CGAS5,PNAS,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS,Gás,Gás,127.95,2023-02-10,96.16,149.63,91327,16956100000,22203100000,2022-09-30,132521000,989,1019,609,103,131,807,-287,12.0%,679,798,22.8%,1293,1255,21.5%,16.9%,10.4%,21.5%,28.5%,103.0%,164,404,127,12955800000,,,1663730000,,,1714000000,,,455361000,1481160000,5391910000,6728190000,5247030000,16453100000,2783260000,4964420000,750568000
CGRA3,ON,GRAZZIOTIN ON,Comércio,"Tecidos, Vestuário e Calçados",30.37,2023-02-08,25.73,37.14,24806,587564000,499593000,2022-09-30,19346900,507,073,475,087,052,197,331,11.2%,346,404,10.7%,599,4184,54.9%,18.3%,17.2%,11.0%,13.3%,14.3%,251,-,060,1127890000,,,809426000,,,115968000,,,22137000,87971000,495922000,0,-87971000,675311000,123770000,142313000,18695000
CGRA4,PN,GRAZZIOTIN PN,Comércio,"Tecidos, Vestuário e Calçados",29.16,2023-02-10,24.93,37.35,322902,564155000,476184000,2022-09-30,19346900,486,070,456,084,050,189,318,11.6%,329,385,10.7%,599,4184,54.9%,18.3%,17.2%,11.0%,13.3%,14.3%,251,-,060,1127890000,,,809426000,,,115968000,,,22137000,87971000,495922000,0,-87971000,675311000,123770000,142313000,18695000
